word,score
сочный_ADJ,1
специфический_ADJ,0
спиртной_ADJ,0
спокойно_ADJ,0
спокойный_ADJ,1
спорный_ADJ,0
сравнимый_ADJ,0
сраный_ADJ,1
средненький_ADJ,0
средний_ADJ,0
стабильный_ADJ,0
стандартный_ADJ,0
старательно_ADJ,0
старинный_ADJ,0
старый_ADJ,0
статный_ADJ,0
стейк-сочный_ADJ,0
стеснительный_ADJ,0
стильно_ADJ,0
стильное_ADJ,0
стильный_ADJ,1
странный_ADJ,0
страстный_ADJ,0
страшно_ADJ,1
страшный_ADJ,0
стремительный_ADJ,0
строгий_ADJ,0
стройный_ADJ,0
струнный_ADJ,0
стыдить_VERB,1
стыдно_ADJ,1
стыдно_NOUN,1
стыдный_ADJ,1
субботний_ADJ,0
суетливый_ADJ,0
сухо_ADV,0
суховат_ADJ,0
суховато_ADJ,0
суховатый_ADJ,0
сухой_ADJ,0
сушеный_ADJ,0
сушёный_ADJ,0
схавать_VERB,1
счастливый_ADJ,0
съедобно_ADJ,0
съедобный_ADJ,1
съесть_VERB,1
сыр-кислый_ADJ,0
сырный_ADJ,0
сыроватый_ADJ,0
сырой_ADJ,0
сытно_ADJ,0
сытный_ADJ,0
сытый_ADJ,0
табачище_NOUN,1
таинственный_ADJ,0
танцевальный_ADJ,0
тающий_ADJ,0
твердый_ADJ,0
творожный_ADJ,0
тематический_ADJ,0
темный_ADJ,0
тепленький_ADJ,0
тепличный_ADJ,0
теплый_ADJ,1
терпимый_ADJ,0
терпкий_ADJ,0
терпко-мужский_ADJ,0
тесно_ADJ,0
тесный_ADJ,0
типичный_ADJ,0
тихий_ADJ,1
тихо_ADJ,0
тоже_VERB,1
толковый_ADJ,1
толстоватый_ADJ,0
толстый_ADJ,0
томатный_ADJ,0
тонкий_ADJ,1
тонковатый_ADJ,0
торжественно_ADJ,0
торжественный_ADJ,0
точный_ADJ,0
тошнить_VERB,1
тошный_ADJ,1
традиционный_ADJ,0
трезвый_ADJ,0
трепетный_ADJ,0
трескать_VERB,1
три_ADJ,0
тривиальный_ADJ,0
трогательно_ADJ,0
трогательный_ADJ,0
тропический_ADJ,0
трудный_ADJ,0
трусливый_ADJ,1
тугой_ADJ,0
тухлый_ADJ,1
тухлятина_NOUN,1
тушеный_ADJ,0
тяжело_ADJ,1
тяжеловатый_ADJ,0
тяжелый_ADJ,1
тяжелый_NOUN,1
тянучий_ADJ,0
тёмный_ADJ,0
тёплый_ADJ,0
убедительный_ADJ,0
уборный_ADJ,0
убыточный_ADJ,1
уважительный_ADJ,0
увенчать_VERB,0
увлекательный_ADJ,0
увлекать_VERB,0
удачной_ADJ,0
удачный_ADJ,1
удобно_ADJ,0
удобный_ADJ,1
уединенный_VERB,0
ужасно_ADJ,1
ужасный_ADJ,0
узнаваемый_ADJ,0
узнавать_ADJ,0
узорчатый_ADJ,0
узреть_VERB,0
указательный_ADJ,0
украсить_VERB,0
украшать_VERB,0
украшаться_VERB,0
улыбчивый_ADJ,0
улётный_ADJ,0
умелый_ADJ,0
умеренный_ADJ,0
умереть_ADJ,0
уместный_ADJ,0
умиротворяюще-радостный_ADJ,0
умный_ADJ,0
уникальный_ADJ,0
упругий_ADJ,0
упругия_ADJ,0
уследить_VERB,1
условный_ADJ,0
услужливый_ADJ,1
успокаивающе_ADJ,0
устлать_VERB,0
устойчивый_ADJ,0
устремить_VERB,0
утопичть_ADJ,0
учтивый_ADJ,0
учтить_ADJ,0
уютно_ADJ,1
уютный_ADJ,1
уютть_ADJ,0
фантазийный_ADJ,0
фантастический_ADJ,0
фарфоровый_ADJ,0
фееричный_ADJ,0
фирменный_ADJ,0
фотогеничен_ADJ,0
фруктовый_ADJ,0
халатность_NOUN,1
халтурить_VERB,1
халтурный_ADJ,0
хамить_VERB,1
хамство_NOUN,1
хаша_NOUN,1
хворать_VERB,1
хлебный_ADJ,0
хмельный_ADJ,0
хныкать_VERB,1
холодный_ADJ,1
холопений_ADJ,0
хошь_VERB,1
хрен_ADJ,1
хрустящий_ADJ,1
худо_NOUN,1
худой_NOUN,1
худший_ADJ,1
царственный_ADJ,0
целиковый_ADJ,0
целостный_ADJ,0
цельный_ADJ,0
ценный_ADJ,0
чай-зеленый_ADJ,0
чаровать_ADJ,0
чаровать_VERB,0
чаруть_VERB,0
чарующий_NOUN,0
чебуречный_ADJ,0
черносливовый_ADJ,0
черствоват_ADJ,0
черствый_ADJ,0
чертог_NOUN,0
честный_ADJ,0
четкий_ADJ,0
четко_ADJ,0
чешский_ADJ,0
чинный_ADJ,0
чисто_ADJ,0
чистый_ADJ,1
чищенный_ADJ,0
что_NOUN,1
чудесной_ADJ,0
чудесный_ADJ,0
чудной_ADJ,0
чудный_ADJ,0
чуткий_ADJ,0
чёткий_ADJ,0
шедеврально_ADJ,0
шествовать_VERB,0
шикарный_ADJ,0
широкий_ADJ,0
штрафовать_VERB,1
шумно_ADJ,0
шумный_ADJ,1
шустрый_ADJ,0
щедрый_ADJ,1
щипаный_ADJ,0
экзотический_ADJ,0
экзотичный_ADJ,0
эклектичный_ADJ,0
эксклюзивный_ADJ,0
элегантный_ADJ,0
элитный_ADJ,0
эстетично_ADJ,0
эстетичный_ADJ,0
этакий_ADJ,0
эффектный_ADJ,0
юный_ADJ,0
ябедничать_VERB,1
являть_VERB,0
ягодный_ADJ,0
язвенник_NOUN,1
яичный_ADJ,0
янтарный_ADJ,0
японский_ADJ,0
японско-минималистический_ADJ,0
ярусный_ADJ,0
ясный_ADJ,0
глупо_ADJ,1
голодный_ADJ,0
дурной_ADJ,0
замечательный_ADJ,0
злой_ADJ,1
невкусно_ADJ,0
невкусный_ADJ,0
незабываемый_ADJ,0
необычный_ADJ,1
несъедобный_ADJ,1
нормально_ADJ,0
обидный_ADJ,1
оригинальный_ADJ,0
отвратительно_ADJ,1
плохо_ADJ,0
плохой_ADJ,0
удивительный_ADJ,0
хороший_ADJ,1
хорошо_ADJ,1
яркий_ADJ,1
вкусный,1
великолепный_ADJ он_PRON,1
множество_NOUN великий_ADJ,1
украсить_VERB зал_NOUN,1
сопровождение_NOUN музыкальный_ADJ,1
большой_ADJ разнообразный_ADJ,1
сочетание_NOUN прекрасный_ADJ,1
род_NOUN различный_ADJ,1
образ_NOUN удивительный_ADJ,1
ресторан_NOUN великолепный_ADJ,1
великолепный_ADJ быть_AUX,1
красота_NOUN этот_DET,1
разнообразие_NOUN свой_DET,1
девушка_NOUN очаровательный_ADJ,1
просторный_ADJ светлый_ADJ,1
полнота_NOUN картина_NOUN,1
разнообразие_NOUN большой_ADJ,1
красота_NOUN на_ADP,1
сочетание_NOUN цветы_NOUN,1
беседа_NOUN задушевный_ADJ,1
удивительный_ADJ самый_ADJ,1
замечательный_ADJ уютный_ADJ,1
разнообразие_NOUN такой_DET,1
вкус_NOUN оригинальный_ADJ,1
колорит_NOUN восточный_ADJ,1
великолепный_ADJ кухня_NOUN,1
цвет_NOUN яркий_ADJ,1
впечатлять_VERB зал_NOUN,1
говорить_VERB который_PRON,1
любитель_NOUN особый_ADJ,1
украсить_VERB быть_AUX,1
просторный_ADJ зал_NOUN,1
торжество_NOUN небольшой_ADJ,1
подача_NOUN великолепный_ADJ,1
являться_VERB который_PRON,1
любить_VERB который_PRON,1
встреча_NOUN прекрасный_ADJ,1
терраса_NOUN открытый_ADJ,1
бесподобный_ADJ быть_AUX,1
украсить_VERB стена_NOUN,1
имя_NOUN который_PRON,1
прекрасный_ADJ он_PRON,1
обширный_ADJ достаточно_ADV,1
девушка_NOUN замечательный_ADJ,1
являться_VERB поклонник_NOUN,1
разнообразный_ADJ кухня_NOUN,1
разнообразный_ADJ но_CCONJ,1
украшение_NOUN зал_NOUN,1
светлый_ADJ зал_NOUN,1
располагать_VERB беседа_NOUN к_ADP,1
замечательный_ADJ такой_DET,1
сад_NOUN летний_ADJ,1
изучение_NOUN на_ADP,1
отличаться_VERB оригинальность_NOUN,1
состоять_VERB зал_NOUN из_ADP,1
восхитительный_ADJ быть_AUX,1
посетить_VERB он_PRON,1
стиль_NOUN морской_ADJ,1
терраса_NOUN летний_ADJ,1
произведение_NOUN искусство_NOUN,1
войти_VERB зал_NOUN в_ADP,1
разделять_VERB восторг_NOUN,1
расположенный_ADJ он_PRON,1
сочетание_NOUN этот_DET,1
небольшой_ADJ зал_NOUN,1
зал_NOUN небольшой_ADJ,1
столица_NOUN северный_PROPN,1
торжество_NOUN свадебный_ADJ,1
интересный_ADJ сочетание_NOUN,1
вечер_NOUN прекрасный_ADJ,1
удивительный_ADJ быть_AUX,1
встречать_VERB который_PRON,1
девушка_NOUN прекрасный_ADJ,1
красота_NOUN по_ADP,1
множество_NOUN деталь_NOUN,1
говорить_VERB вкус_NOUN на_ADP,1
посетить_VERB выходной_NOUN на_ADP,1
зал_NOUN восточный_ADJ,1
описать_VERB он_PRON,1
вечер_NOUN волшебный_ADJ,1
наполнить_VERB бокал_NOUN,1
указать_VERB сайт_NOUN на_ADP,1
убранство_NOUN внутренний_ADJ,1
оригинальность_NOUN на_ADP,1
невкусный_ADJ и_CCONJ,0
нет_VERB нет_VERB,0
понравиться_VERB не_PART еда_NOUN,0
предупредить_VERB не_PART что_SCONJ,0
плохо_ADJ и_CCONJ,0
плохой_VERB не_PART,0
плохой_ADJ не_PART,0
плохой_ADJ не_PART и_CCONJ,0
плохой_ADJ не_PART а_CCONJ,0
перепутать_VERB ничто_PRON,0
бояться_VERB кто_PRON,0
кормить_VERB хорошо_ADV,0
интерьер_NOUN ничто_PRON,0
испортиться_VERB не_PART,0
советовать_VERB не_PART никто_PRON,0
плохой_ADJ все_PART,0
плохой_ADJ все_PRON,0
шутка_NOUN не_PART это_PRON,0
понравиться_VERB не_PART то_PRON,0
жалко_ADV не_PART я_PRON,0
жалко_ADV не_PART,0
жалко_ADV не_PART и_CCONJ,0
хороший_ADJ совсем_ADV,0
поделать_VERB что_PRON,0
виноватый_ADJ не_PART,0
поделать_VERB не_PART но_CCONJ,0
беда_NOUN не_PART но_CCONJ,0
понравиться_VERB не_PART салат_NOUN,0
придираться_VERB что_SCONJ,0
деньги_NOUN не_PART дело_NOUN,0
раз_NOUN наверное_ADV,0
пробовать_VERB не_PART что_SCONJ,0
прийтись_VERB не_PART что_SCONJ,0
портить_VERB не_PART чтобы_SCONJ,0
мочь_VERB не_PART интерьер_NOUN,0
понравиться_VERB раз_NOUN в_ADP,0
придираться_VERB это_PRON,0
нет_VERB раз_NOUN,0
понравиться_VERB не_PART вообще_ADV,0
надо_ADV не_PART мочь_VERB,0
хамить_VERB не_PART,0
хотеться_VERB всегда_ADV,0
хотеть_VERB не_PART больше_ADV,0
хороший_ADJ плохой_ADJ,0
плохой_ADJ хороший_ADJ,0
поделать_VERB не_PART и_CCONJ,0
плохой_ADJ интерьер_NOUN,0
беда_NOUN не_PART,0
хотеться_VERB ничто_PRON,0
мало_ADV не_PART что_SCONJ,0
есть_VERB не_PART что_SCONJ,0
понравиться_VERB не_PART если_SCONJ,0
раз_NOUN год_NOUN в_ADP,0
обидный_ADJ не_PART,0
хотеться_VERB совсем_ADV,0
нужный_ADJ не_PART да_CCONJ,0
мочь_VERB не_PART доесть_NOUN,0
хотеть_VERB не_PART что_SCONJ,0
пойти_VERB не_PART раз_NOUN,0
отвратительно_ADJ просто_PART,0
понравиться_VERB совсем_ADV,0
надо_ADV не_PART как_SCONJ,0
бояться_VERB не_PART,0
хотеться_VERB не_PART больше_ADV,0
невкусный_ADJ еда_NOUN,0
плохой_ADJ не_PART еда_NOUN,0
хотеться_VERB не_PART как_SCONJ,0
плохой_ADJ не_PART меню_NOUN,0
стать_VERB плохо_ADV,0
понравиться_VERB не_PART что_SCONJ,0
жалеть_VERB не_PART что_PRON,0
плохо_ADJ бы_AUX,0
хотеть_VERB не_PART обидеть_VERB,0
плохо_ADJ еще_ADV,0
стать_VERB не_PART скандалить_VERB,0
жаловаться_VERB грех_NOUN,0
придираться_VERB не_PART если_SCONJ,0
поделать_VERB ничто_PRON,0
плохо_ADJ не_PART но_CCONJ,0
плохо_ADJ очень_ADV,0
плохо_ADJ не_PART,0
есть_VERB плохо_ADV,0
плохой_ADJ не_PART интерьер_NOUN,0
